pl_name,pl_orbper,disc_method,disc_year,pl_orbeccen,pl_eqt,Confirmed,st_mass,st_teff,st_rad,st_lum,st_age,pl_radius_rearth
Kepler-1603 b,2.27163926,tran,2016,0.0,1522.0,0,1.21,6241.0,1.31,0.7055,2.82,1.2901150689
Kepler-1398 c,4.13827595,tran,2016,0.0,1324.0,0,1.13,6126.0,1.18,0.31211,3.09,1.0300919445
Kepler-1398 b,2.78815679,tran,2016,0.0,1510.0,0,1.13,6126.0,1.18,0.31211,3.09,0.9000802702
Kepler-1399 b,1.638653058,tran,2016,0.0,1610.0,0,0.97,5735.0,0.96,0.00959,4.37,1.2501115113
Kepler-549 c,117.040498,tran,2016,0.0,349.0,0,0.88,5360.0,0.84,-0.30618,4.57,2.9302613789
Kepler-684 b,6.770302008,tran,2016,0.0,812.0,0,0.89,5493.0,0.86,0.20867,4.37,3.3602997352000004
Kepler-1566 b,0.539915238,tran,2016,0.0,1871.0,0,0.84,5254.0,0.81,-0.43675,5.01,0.7900704868
Kepler-1606 b,196.435224,tran,2016,0.0,324.0,0,0.9,5422.0,0.86,-0.171,4.27,2.0701846663
Kepler-1400 b,9.06689421,tran,2016,0.0,725.0,0,0.83,5044.0,0.78,-0.57763,4.57,1.6201445312
Kepler-1402 b,2.03387914,tran,2016,0.0,1789.0,0,0.9,5416.0,0.87,0.44774,4.57,0.7600678186000001
Kepler-543 b,13.89961966,tran,2016,0.0,521.0,0,0.7,4671.0,0.67,-0.64251,5.75,2.5002230226
Kepler-1607 b,13.6473676,tran,2016,0.0,913.0,0,1.14,6116.0,1.21,0.70881,3.16,0.920082049
Kepler-1608 b,16.4735686,tran,2016,0.0,612.0,0,0.75,4992.0,0.72,-0.537,5.13,1.7301543146000002
Kepler-1403 b,5.19492202,tran,2016,0.0,1238.0,0,1.11,6060.0,1.15,0.37208,3.31,2.1401908921
Kepler-1404 b,15.9314739,tran,2016,0.0,596.0,0,0.84,5261.0,0.8,-0.37049,4.57,2.0101793299
Kepler-198 d,1.31184443,tran,2016,0.0,1562.0,0,0.97,5636.0,0.93,-0.1089,3.72,1.5301365266
Kepler-192 d,6.47027579,tran,2016,0.0,926.0,0,0.94,5487.0,0.94,-0.09429,6.76,1.020090943
Kepler-1572 b,5.49548621,tran,2016,0.0,1293.0,0,0.97,5618.0,0.95,0.37265,4.79,0.9400838278
Kepler-1574 b,6.9424334,tran,2016,0.0,1003.0,0,1.06,5892.0,1.08,0.15604,3.8,1.2901150689
Kepler-578 b,1.616883696,tran,2016,0.0,1774.0,0,0.87,5334.0,0.83,-0.3369,4.68,2.0001784405
Kepler-1406 b,11.62905828,tran,2016,0.0,854.0,0,1.05,5892.0,1.12,0.135,5.01,1.1000981703000001
Kepler-1407 b,20.0711504,tran,2016,0.0,826.0,0,1.1,6010.0,1.15,0.27131,3.24,2.2502007876000003
Kepler-625 c,4.1653651,tran,2016,0.0,1048.0,0,1.04,5789.0,0.96,0.40647,1.51,1.0500937233
Kepler-1245 c,2.936584681,tran,2016,0.0,1190.0,0,0.86,5306.0,0.83,-0.41093,4.57,1.4401285220000002
Kepler-689 b,22.36656079,tran,2016,0.0,536.0,0,0.91,5518.0,0.88,-0.15327,4.57,2.8902578213
Kepler-1408 b,2.99793191,tran,2016,0.0,1616.0,0,1.21,6170.0,1.35,0.57889,2.57,0.8900793808
Kepler-1411 b,86.1150888,tran,2016,0.0,441.0,0,0.95,5664.0,0.92,0.04081,4.17,2.8202515955000003
Kepler-1542 b,3.95116882,tran,2016,0.0,1160.0,0,0.94,5564.0,0.99,0.07026,8.51,0.7600678186000001
Kepler-625 b,7.75192492,tran,2016,0.0,852.0,0,1.04,5789.0,0.96,0.40647,1.51,1.9901775511000002
Kepler-626 b,14.48585199,tran,2016,0.0,784.0,0,1.01,5813.0,1.05,-0.04194,5.37,2.2902043452000003
Kepler-1413 b,13.1829642,tran,2016,0.0,661.0,0,0.84,5196.0,0.8,-0.39085,4.68,1.8201623192
Kepler-1412 b,3.6146051,tran,2016,0.0,1397.0,0,1.06,5880.0,1.27,0.38332,6.31,0.8300740444
Kepler-1544 b,168.811174,tran,2016,0.0,269.0,0,0.81,4886.0,0.74,-0.606,2.34,1.7801587616
Kepler-1085 b,219.3217528,tran,2016,0.0,313.0,0,1.11,6000.0,1.14,0.07867,3.39,7.220644164600001
Kepler-1626 b,4.13962966,tran,2016,0.0,1352.0,0,1.51,6826.0,1.85,0.61079,1.55,2.0201802193000002
Kepler-641 b,9.48961571,tran,2016,0.0,926.0,0,1.02,5713.0,1.13,0.39002,7.08,1.8501650995
Kepler-1465 b,31.8277111,tran,2016,0.0,668.0,0,0.75,4726.0,0.71,-0.65202,3.72,1.7701578722000002
Kepler-1466 b,31.1750448,tran,2016,0.0,585.0,0,1.01,5884.0,1.02,-0.02273,3.89,1.5501383054
Kepler-1507 b,16.0506213,tran,2016,0.0,630.0,0,0.89,5410.0,0.85,-0.32427,4.57,0.8400749338000001
Kepler-1508 b,20.7056504,tran,2016,0.0,967.0,0,1.14,6158.0,1.22,0.53713,2.69,1.3301186265
Kepler-1506 b,14.0329154,tran,2016,0.0,783.0,0,0.95,5676.0,0.93,0.42561,3.98,1.3201177371000001
Kepler-1524 b,70.9674603,tran,2016,0.0,438.0,0,1.17,6179.0,1.25,-0.00637,2.88,3.5403158565000004
Kepler-639 b,10.21420496,tran,2016,0.0,957.0,0,1.14,5896.0,1.29,0.48255,4.37,2.3802123498000003
Kepler-1468 b,8.23984869,tran,2016,0.0,1093.0,0,1.04,5893.0,1.05,0.53118,3.55,1.7301543146000002
Kepler-1509 b,25.4338197,tran,2016,0.0,667.0,0,1.0,5780.0,0.99,0.39912,3.98,1.8501650995
Kepler-1510 b,84.703921,tran,2016,0.0,537.0,0,1.19,6200.0,1.28,0.37703,2.75,3.3602997352000004
Kepler-1525 b,2.416601183,tran,2016,0.0,1343.0,0,1.07,5748.0,1.04,-0.0112,2.82,0.9100811596
Kepler-1086 c,161.5163345,tran,2016,0.0,211.0,0,0.7,4350.0,0.66,-0.85997,2.88,2.9402622683
Kepler-1526 b,3.908632005,tran,2016,0.0,787.0,0,0.73,4601.0,0.69,-0.70671,4.68,2.4302167968000004
Kepler-642 b,4.41745855,tran,2016,0.0,1810.0,0,1.4,6570.0,1.66,0.39758,1.95,2.9002587107
Kepler-1469 b,21.8635301,tran,2016,0.0,551.0,0,0.92,5507.0,0.89,-0.2739,4.47,2.8002498167
Kepler-633 b,8.50340718,tran,2016,0.0,1021.0,0,1.02,5899.0,1.15,0.16,6.03,1.6301454206000003
Kepler-1511 b,23.2382792,tran,2016,0.0,903.0,0,1.17,6064.0,1.29,0.83813,3.31,1.6801498676000002
Kepler-1527 b,160.129918,tran,2016,0.0,450.0,0,1.21,6224.0,1.32,0.48222,2.82,4.770425589
Kepler-1628 b,76.378033,tran,2016,0.0,240.0,0,0.55,3724.0,0.52,-1.33,5.13,6.430573677800001
Kepler-712 b,21.02247699,tran,2016,0.0,521.0,0,0.84,5148.0,0.78,-0.48393,3.31,3.4103041822
Kepler-1470 b,16.2950903,tran,2016,0.0,574.0,0,0.8,4961.0,0.76,-0.48551,4.57,1.0700955021
Kepler-1471 b,3.63899398,tran,2016,0.0,1238.0,0,0.95,5660.0,0.93,-0.19895,4.57,1.4101257417000002
Kepler-546 b,4.147020258,tran,2016,0.0,1258.0,0,1.11,5967.0,1.15,0.27057,3.31,7.0006244857
Kepler-1528 b,1.791110205,tran,2016,0.0,1549.0,0,1.03,5857.0,1.03,-0.06429,3.89,1.4601303008000002
Kepler-1631 b,4.09513932,tran,2016,0.0,1122.0,0,0.97,5679.0,0.95,0.00722,4.17,1.3501204053
Kepler-1630 b,509.997402,tran,2016,0.0,182.0,0,0.66,4736.0,0.63,-0.6464,5.01,2.1901953391
Kepler-1632 b,448.303558,tran,2016,0.0,369.0,0,1.12,6137.0,1.19,0.40631,3.09,2.4702203544000003
Kepler-1473 b,14.4273551,tran,2016,0.0,783.0,0,1.09,6046.0,1.09,0.19358,2.63,1.1901061749000001
Kepler-1472 b,38.1312831,tran,2016,0.0,613.0,0,1.16,6159.0,1.25,0.42003,3.09,1.9001695465000001
Kepler-967 c,198.7112502,tran,2016,0.0,258.0,0,0.84,5178.0,0.8,-0.71759,5.89,3.6503256399000006
Kepler-598 b,3.70175428,tran,2016,0.0,1050.0,0,0.87,5307.0,0.86,-0.25753,7.59,1.5001338584000001
Kepler-1090 b,198.680179,tran,2016,0.0,297.0,0,0.86,5321.0,0.82,-0.14595,4.37,2.2502007876000003
Kepler-472 b,4.176255514,tran,2016,0.0,876.0,0,0.85,4996.0,0.78,-0.51255,2.69,3.2202872836000007
Kepler-1633 b,186.404271,tran,2016,0.0,925.0,0,1.2,6256.0,1.32,0.64606,2.82,1.5801409736
Kepler-1477 b,11.55530021,tran,2016,0.0,674.0,0,0.81,5100.0,0.78,-0.19624,4.68,1.1801052855000003
Kepler-1475 b,82.177374,tran,2016,0.0,441.0,0,1.18,6214.0,1.28,0.25381,2.82,2.9202604895000004
Kepler-599 b,15.65562652,tran,2016,0.0,623.0,0,0.83,5127.0,0.79,-0.52232,5.01,2.8402533743000005
Kepler-969 c,1.682934604,tran,2016,0.0,1270.0,0,0.92,5214.0,0.82,-0.38876,1.51,0.9900882748000002
Kepler-1531 b,1.138543376,tran,2016,0.0,2537.0,0,1.16,6260.0,1.27,0.30365,2.82,1.1100990597
Kepler-585 b,2.752359753,tran,2016,0.0,1178.0,0,0.96,5593.0,0.93,-0.16334,3.63,2.8302524849
Kepler-489 b,17.276296119,tran,2016,0.0,538.0,0,0.82,5014.0,0.76,-0.51802,3.31,7.720688746700001
Kepler-1535 b,138.9442,tran,2016,0.0,384.0,0,1.08,6021.0,1.11,0.16473,3.47,2.5502274696000002
Kepler-1483 b,9.5085156,tran,2016,0.0,1131.0,0,1.25,6337.0,1.4,0.39403,2.4,1.5201356372000001
Kepler-545 b,13.24934059,tran,2016,0.0,806.0,0,1.04,5882.0,1.07,0.10684,4.47,2.6902400333000003
Kepler-1016 c,105.6551369,tran,2016,0.0,407.0,0,0.99,5821.0,1.0,0.12363,3.89,3.6803283081000004
Kepler-342 e,1.644224613,tran,2016,0.0,1897.0,0,1.26,6366.0,1.34,0.45345,2.04,0.8800784914
Kepler-1536 b,364.758031,tran,2016,0.0,166.0,0,0.71,4434.0,0.67,-0.8224,2.95,3.1402801684000003
Kepler-1636 b,425.47785,tran,2016,0.0,248.0,0,1.01,5797.0,1.02,0.23674,3.98,3.2302881730000004
Kepler-1637 b,6.10960324,tran,2016,0.0,1093.0,0,1.02,5789.0,1.02,0.0229,4.17,0.8900793808
Kepler-1486 b,54.6495759,tran,2016,0.0,538.0,0,1.08,5965.0,1.12,0.31179,3.55,2.3202070134
Kepler-1485 b,19.9157725,tran,2016,0.0,728.0,0,1.11,6087.0,1.12,0.28006,2.51,1.4701311902
Kepler-696 b,4.190425575,tran,2016,0.0,1234.0,0,1.06,5903.0,1.08,0.15095,3.98,6.140547773100001
Kepler-1488 b,39.8189932,tran,2016,0.0,650.0,0,1.05,5820.0,1.31,0.58748,6.92,1.8601659889000002
Kepler-1031 b,1.22621732,tran,2016,0.0,2024.0,0,1.09,6011.0,1.12,0.17,3.39,0.8700776020000001
Kepler-1409 b,0.764864926,tran,2016,0.0,1733.0,0,0.83,5160.0,0.79,-0.4219,4.79,1.0400928339
Kepler-1425 b,14.4541302,tran,2016,0.0,676.0,0,0.97,5718.0,0.95,0.39762,4.07,0.9400838278
Kepler-1448 b,12.27065865,tran,2016,0.0,811.0,0,0.95,5774.0,0.93,-0.06927,3.55,1.6101436418000004
Kepler-1449 b,13.2274528,tran,2016,0.0,867.0,0,1.08,5979.0,1.1,0.50864,3.47,1.6801498676000002
Kepler-1517 b,5.546083665,tran,2016,0.0,2336.0,0,1.58,7010.0,1.95,0.87873,1.38,9.760870744800002
Kepler-698 b,16.32976218,tran,2016,0.0,727.0,0,0.94,5612.0,0.91,0.38841,4.27,3.6803283081000004
Kepler-607 b,0.638163204,tran,2016,0.0,1874.0,0,0.84,5196.0,0.8,-0.38192,4.9,0.8700776020000001
Kepler-1450 b,54.5094166,tran,2016,0.0,308.0,0,0.71,4524.0,0.68,-0.7677,4.37,1.7101525358000003
Kepler-580 b,8.222419656,tran,2016,0.0,558.0,0,0.67,4298.0,0.64,-0.89626,3.47,2.5702292484
Kepler-1495 b,85.273256,tran,2016,0.0,443.0,0,1.03,5831.0,1.04,0.0523,4.17,2.9402622683
Kepler-1493 b,15.0217983,tran,2016,0.0,874.0,0,1.06,5863.0,1.29,0.249,6.46,1.4101257417000002
Kepler-1519 b,240.7989397,tran,2016,0.0,342.0,0,0.94,5644.0,0.91,0.32617,3.98,7.0606298221
Kepler-1454 b,47.0319479,tran,2016,0.0,492.0,0,0.9,5448.0,0.86,-0.25509,4.57,1.8801677677000002
Kepler-707 b,2.237492751,tran,2016,0.0,1160.0,0,0.8,5099.0,0.76,-0.5014,4.9,1.3301186265
Kepler-1452 b,42.913751,tran,2016,0.0,810.0,0,1.41,6101.0,2.06,0.72107,3.24,2.7002409227
Kepler-1497 b,8.74199772,tran,2016,0.0,924.0,0,0.96,5675.0,0.95,-0.0734,4.27,1.6601480888
Kepler-1496 b,64.6588017,tran,2016,0.0,535.0,0,1.18,6182.0,1.27,0.3041,2.95,2.2201980073
Kepler-1520 b,0.653553572,tran,2016,0.0,1437.0,0,0.76,4677.0,0.71,-0.67309,4.47,5.7705147532
Kepler-602 b,15.28469497,tran,2016,0.0,852.0,0,1.08,6062.0,1.13,0.32624,3.16,2.0901864451
Kepler-640 b,22.24813967,tran,2016,0.0,609.0,0,1.01,5653.0,0.94,-0.02367,2.09,2.5602283590000003
Kepler-1458 b,47.9872764,tran,2016,0.0,493.0,0,0.96,5653.0,0.94,-0.24032,4.17,2.7602462591
Kepler-1457 b,51.1110243,tran,2016,0.0,478.0,0,1.01,5866.0,1.01,0.21547,3.72,1.9901775511000002
Kepler-1498 b,48.051405,tran,2016,0.0,564.0,0,0.86,5256.0,0.81,-0.16563,4.17,1.3301186265
Kepler-1073 c,4.02582254,tran,2016,0.0,1169.0,0,1.0,5792.0,1.0,-0.01023,3.72,1.64014631
Kepler-701 b,10.35533177,tran,2016,0.0,777.0,0,0.88,5343.0,0.84,-0.27626,4.47,2.8402533743000005
Kepler-708 b,3.167891938,tran,2016,0.0,1221.0,0,0.97,5692.0,0.96,0.03695,4.37,2.9302613789
Kepler-603 b,21.05358596,tran,2016,0.0,731.0,0,1.01,5808.0,1.01,0.39156,4.37,2.6502363636
Kepler-1460 b,29.9633247,tran,2016,0.0,391.0,0,0.7,4422.0,0.67,-0.84407,3.98,1.9601748829000003
Kepler-1461 b,29.3494775,tran,2016,0.0,451.0,0,0.79,4919.0,0.74,-0.64483,3.24,2.0301811087
Kepler-1503 b,96.16987,tran,2016,0.0,321.0,0,0.77,5069.0,0.74,-0.14398,5.13,2.2702025664
Kepler-1521 b,47.14840805,tran,2016,0.0,391.0,0,0.81,5042.0,0.76,-0.5691,4.47,2.5002230226
Kepler-1522 b,1.847889171,tran,2016,0.0,1374.0,0,0.96,5706.0,0.93,0.09172,3.89,1.7301543146000002
Kepler-583 b,6.5100253,tran,2016,0.0,1017.0,0,0.94,5523.0,0.91,-0.10059,4.47,2.2802034558
Kepler-1463 b,25.15864,tran,2016,0.0,619.0,0,0.96,5679.0,0.95,0.09195,4.79,1.8601659889000002
Kepler-1462 b,65.6488341,tran,2016,0.0,390.0,0,1.0,5756.0,1.0,-0.31369,4.07,3.8203407597
Kepler-1464 b,31.7785901,tran,2016,0.0,564.0,0,1.02,5828.0,1.01,0.42978,3.89,1.6601480888
Kepler-1504 b,82.304003,tran,2016,0.0,485.0,0,0.85,5393.0,0.81,0.46829,4.47,2.1301900027000005
Kepler-1505 b,30.8609366,tran,2016,0.0,525.0,0,0.93,5686.0,0.86,0.14944,1.7,0.9300829384
Kepler-570 b,4.301662003,tran,2016,0.0,1009.0,0,0.93,5496.0,0.9,-0.29611,5.01,2.4502185756
Kepler-667 b,41.43962808,tran,2016,0.0,516.0,0,0.91,5327.0,0.87,0.55691,4.68,4.730422031400001
HATS-28 b,3.1810781,tran,2016,0.202,1253.0,0,0.929,5498.0,0.922,-0.15739,6.2,13.38474
HATS-27 b,4.637038,tran,2016,0.581,1659.0,0,1.415,6438.0,1.74,0.66932,2.3,16.815
Kepler-725 b,39.64317811,tran,2016,0.0,472.0,0,0.88,5363.0,0.84,-0.31304,4.37,10.6309483468
Kepler-475 b,3.105508189,tran,2016,0.0,980.0,0,0.86,5009.0,0.79,-0.46424,2.69,2.4902221332
Kepler-738 b,24.58721573,tran,2016,0.0,530.0,0,0.86,5327.0,0.82,-0.21263,4.57,2.5002230226
Kepler-652 b,4.182002531,tran,2016,0.0,974.0,0,0.97,5490.0,0.88,-0.27008,1.48,2.4902221332
Kepler-668 b,8.35390639,tran,2016,0.0,790.0,0,0.87,5352.0,0.82,-0.39647,3.89,2.7002409227
Kepler-669 b,4.125546869,tran,2016,0.0,1243.0,0,1.15,6038.0,1.2,0.35828,3.16,4.8304309254
K2-33 b,5.424865,tran,2016,0.0,850.0,0,0.56,3540.0,1.05,-0.82391,0.0093,5.040449602800001
HATS-30 b,3.1743516,tran,2016,0.096,1414.0,0,1.093,5943.0,1.061,0.09691,2.3,13.171750000000001
Kepler-1644 b,21.0907758,tran,2016,0.0,606.0,0,0.89,5499.0,0.86,-0.215,4.27,1.8801677677000002
Kepler-1645 b,16.1779561,tran,2016,0.0,754.0,0,1.02,5812.0,1.02,0.33586,4.17,1.7801587616
Kepler-1646 b,4.48558383,tran,2016,0.0,365.0,0,0.24,3299.0,0.26,-1.77984,4.68,1.2301097325
Kepler-739 b,12.53248465,tran,2016,0.0,775.0,0,0.93,5601.0,0.9,0.01798,4.27,3.3202961776
Kepler-671 b,4.280958588,tran,2016,0.0,1012.0,0,0.97,5624.0,0.95,-0.08086,4.47,2.6902400333000003
Kepler-571 b,4.798599388,tran,2016,0.0,978.0,0,0.93,5527.0,0.9,-0.22253,4.68,2.6402354742000003
K2-5 b,5.73594,tran,2015,0.0,565.0,0,0.61,3930.0,0.57,-1.08341,3.98,1.9101704359
HATS-15 b,1.74748753,tran,2016,0.126,1505.0,0,0.871,5311.0,0.922,-0.20412,11.0,12.38705
Kepler-726 b,21.80451088,tran,2016,0.0,543.0,0,0.88,5452.0,0.85,-0.31868,4.47,3.2602908412000007
Kepler-1143 c,210.630591,tran,2016,0.0,234.0,0,0.81,5053.0,0.77,-0.62275,4.79,3.6003211929
Kepler-564 b,3.750832285,tran,2016,0.0,1129.0,0,0.95,5626.0,0.92,-0.06437,4.27,4.6304130253
Kepler-653 b,14.70748976,tran,2016,0.0,819.0,0,1.02,5665.0,1.19,0.11872,7.76,1.9501739935
Kepler-154 d,20.54981883,tran,2016,0.0,657.0,0,0.98,5769.0,0.98,0.03322,4.47,3.8403425385000007
Kepler-673 b,3.728731093,tran,2016,0.0,1023.0,0,0.88,5355.0,0.84,-0.34402,4.47,6.540583461200001
K2-16 b,7.6188,tran,2015,0.0,658.0,0,0.68,4742.0,0.66,-0.76082,3.98,2.0201802193000002
Kepler-1388 e,37.6327084,tran,2016,0.0,299.0,0,0.63,4098.0,0.61,-1.1068,4.47,2.460219465
Kepler-742 b,8.360868238,tran,2016,0.0,690.0,0,0.76,4642.0,0.71,-0.69172,2.57,3.2402890624
Kepler-148 d,51.84688575,tran,2016,0.0,413.0,0,0.86,5172.0,0.81,-0.38342,4.68,8.6807743533
Kepler-501 b,5.640677572,tran,2016,0.0,1125.0,0,1.03,5904.0,1.04,0.21635,3.31,4.300383675100001
Kepler-674 b,2.243381847,tran,2016,0.0,822.0,0,0.6,4192.0,0.57,-0.90665,3.31,1.6901507570000003
K2-8 c,5.06416,tran,2016,0.0,801.0,0,0.78,4870.0,0.74,-0.55319,3.98,2.410215018
Kepler-1534 b,5.71668872,tran,2016,0.0,955.0,0,0.9,5442.0,0.86,-0.233,4.57,1.8901686571
Kepler-655 b,46.4063358,tran,2016,0.0,588.0,0,1.15,6170.0,1.24,0.32385,3.39,2.7102418121000005
Kepler-616 b,9.99761851,tran,2016,0.0,860.0,0,0.98,5753.0,0.97,-0.11149,3.89,2.4302167968000004
Kepler-676 b,11.59822172,tran,2016,0.0,396.0,0,0.51,3701.0,0.49,-1.29468,4.27,3.0402711623000003
Kepler-677 b,6.57531678,tran,2016,0.0,1015.0,0,1.0,5723.0,0.99,0.38964,4.57,5.380479954500001
NGC 2682 YBP 1194 b,6.959,rv,2014,0.3,815.5,0,1.01,5780.0,0.99,-0.01121,4.15,12.331000000000001
NGC 2682 YBP 1514 b,5.118,rv,2014,0.28,815.5,0,0.96,5725.0,0.89,-0.01797,4.15,14.012500000000001
Kepler-176 e,51.16579,tran,2016,0.0,398.0,0,0.87,5295.0,0.83,-0.40427,4.68,1.4501294114
Kepler-656 b,1.260259094,tran,2016,0.0,1569.0,0,0.86,5281.0,0.82,-0.29864,4.37,3.1202783896
Kepler-587 b,10.94027841,tran,2016,0.0,764.0,0,0.92,5549.0,0.89,-0.23792,4.79,2.2301988967
Kepler-483 b,30.229104,tran,2016,0.0,755.0,0,1.28,6346.0,1.47,0.43879,2.63,3.2102863942
Kepler-679 b,12.39358604,tran,2016,0.0,677.0,0,0.87,5403.0,0.84,-0.34758,4.47,3.0102684941
K2-48 b,20.5065,tran,2016,0.0,815.5,0,0.77,4899.0,0.73,-0.65663,3.98,2.2401997861000003
K2-47 b,31.6372,tran,2016,0.0,815.5,0,0.75,5054.0,0.76,-0.48202,3.98,1.8901686571
Kepler-610 b,6.996926554,tran,2016,0.0,888.0,0,1.1,5943.0,1.13,-0.11034,3.55,4.190373779600001
Kepler-1542 e,5.10115756,tran,2016,0.0,1065.0,0,0.94,5564.0,0.99,0.07026,8.51,0.7600678186000001
Kepler-1600 b,386.370548,tran,2016,0.0,209.0,0,0.86,5214.0,0.82,-0.33945,4.68,3.1302792790000002
Kepler-623 b,9.07097734,tran,2016,0.0,825.0,0,0.9,5443.0,0.86,-0.31821,4.47,3.0102684941
Kepler-680 b,3.689926291,tran,2016,0.0,1147.0,0,1.08,5890.0,1.11,0.19729,3.72,2.4202159074000003
Kepler-681 b,26.39435646,tran,2016,0.0,489.0,0,0.8,5021.0,0.76,-0.45672,5.01,3.080274832
K2-37 d,14.09189,tran,2016,0.0,663.0,0,0.9,5413.0,0.85,-0.40798,3.98,2.7302435909000002
WASP-113 b,4.54216874538,tran,2016,0.0,1496.0,0,1.318,5890.0,1.608,0.51621,6.2,15.794890000000002
WASP-114 b,1.5487743,tran,2016,0.012,2043.0,0,1.289,5940.0,1.43,0.33294,4.3,15.010190000000001
Kepler-727 b,5.154484417,tran,2016,0.0,964.0,0,0.89,5441.0,0.86,-0.3172,4.79,2.5302256908
Kepler-1518 b,5.11177904,tran,2016,0.0,1351.0,0,1.54,6846.0,1.88,0.69092,1.48,3.0502720517000004
Kepler-617 b,1.682696148,tran,2016,0.0,750.0,0,0.51,3712.0,0.48,-1.30507,3.98,1.3201177371000001
Kepler-554 b,1.902208556,tran,2016,0.0,1346.0,0,0.93,5447.0,0.92,-0.11758,5.62,4.2903826736
Kepler-596 b,21.30022655,tran,2016,0.0,725.0,0,1.21,6267.0,1.32,0.31445,2.69,3.4603086292000005
Kepler-1185 b,104.3518976,tran,2016,0.0,355.0,0,0.96,5622.0,0.87,0.28187,1.55,1.3301186265
Kepler-650 b,3.032145588,tran,2016,0.0,1507.0,0,1.08,5849.0,1.35,0.284,6.46,2.9602640471000004
Kepler-661 b,6.029301321,tran,2016,0.0,678.0,0,0.7,4483.0,0.67,-0.81411,4.27,3.0702739426000005
Kepler-589 b,16.54964934,tran,2016,0.0,656.0,0,0.88,5296.0,0.83,-0.34669,4.47,2.2702025664
Kepler-682 b,12.611906672,tran,2016,0.0,753.0,0,0.92,5559.0,0.89,0.47994,3.98,7.3706575056000005
Kepler-574 b,7.65880414,tran,2016,0.0,858.0,0,0.95,5612.0,0.91,-0.21429,4.17,2.3902132392
Kepler-728 b,5.743477265,tran,2016,0.0,982.0,0,0.95,5660.0,0.93,0.22726,4.07,3.3402979564000006
Kepler-496 b,8.30864937,tran,2016,0.0,747.0,0,0.86,5293.0,0.82,-0.41551,4.57,2.3202070134
Kepler-566 b,18.42794624,tran,2016,0.0,526.0,0,0.83,5132.0,0.79,-0.52379,4.57,2.1501917815000002
Kepler-561 c,5.350161983,tran,2016,0.0,989.0,0,0.96,5646.0,0.94,-0.17974,4.27,2.6802391439
KELT-10 b,4.1662739,tran,2016,0.0,1377.0,0,1.112,5948.0,1.209,0.21748,4.5,15.68279
Kepler-719 b,5.007317779,tran,2016,0.0,998.0,0,0.99,5777.0,0.98,0.44767,3.98,8.5207601229
Kepler-559 b,17.58752333,tran,2016,0.0,706.0,0,0.96,5630.0,0.95,-0.12141,4.37,3.6103220823000006
Kepler-548 b,4.454194338,tran,2016,0.0,1017.0,0,0.93,5535.0,0.9,-0.2012,4.37,11.991069641500001
Kepler-1629 b,3.87595807,tran,2016,0.0,1081.0,0,1.01,5776.0,1.01,-0.13437,4.27,0.770068708
WASP-119 b,2.49979,tran,2016,0.058,1600.0,0,1.02,5650.0,1.2,0.07465,8.0,15.694
Kepler-645 b,3.275822621,tran,2016,0.0,1730.0,0,1.13,6170.0,1.21,0.45106,2.95,2.1001873345
Kepler-720 b,4.708326542,tran,2016,0.0,1162.0,0,0.95,5618.0,0.92,0.03222,3.63,8.4107503395
Kepler-731 b,3.855603551,tran,2016,0.0,1212.0,0,1.03,5849.0,1.06,0.03524,3.8,13.881238298600001
Kepler-646 b,15.87364565,tran,2016,0.0,632.0,0,0.93,5634.0,0.91,-0.25878,4.57,1.9901775511000002
Kepler-547 b,6.010384289,tran,2016,0.0,768.0,0,0.78,4828.0,0.73,-0.55508,2.88,4.000356881
Kepler-606 b,24.31575992,tran,2016,0.0,683.0,0,1.13,6161.0,1.22,0.25434,2.88,3.3102952882000003
Kepler-734 b,6.104852856,tran,2016,0.0,784.0,0,0.85,5326.0,0.78,0.37395,2.34,3.5603176353
Kepler-590 b,5.85296257,tran,2016,0.0,1056.0,0,1.1,6000.0,1.15,0.47712,3.55,4.0203586598
Kepler-567 b,16.54297375,tran,2016,0.0,611.0,0,0.84,5148.0,0.79,-0.40926,4.68,2.2502007876000003
HD 221585 b,1173.0,rv,2016,0.123,815.5,0,1.19,5620.0,1.850575,0.4216,6.2,13.5641
Kepler-539 b,125.63243,tran,2016,0.39,387.6,0,1.048,5820.0,0.952,-0.06048,0.91,8.37387
Kepler-721 b,5.392025388,tran,2016,0.0,850.0,0,0.82,5075.0,0.78,-0.3619,4.9,2.6402354742000003
Kepler-1640 b,7.5844126,tran,2016,0.0,1228.0,0,1.27,6324.0,1.43,0.47,2.4,4.820430036
Kepler-736 b,3.60147201,tran,2016,0.0,996.0,0,0.86,5217.0,0.81,-0.34984,4.27,2.9302613789
Kepler-613 b,15.77979614,tran,2016,0.0,713.0,0,0.98,5723.0,0.96,-0.05698,4.27,2.2902043452000003
Kepler-619 b,5.404272197,tran,2016,0.0,1073.0,0,1.09,5980.0,1.11,-0.04002,3.47,3.1602819472
Kepler-665 b,16.01310205,tran,2016,0.0,593.0,0,0.79,4913.0,0.74,-0.59538,4.68,2.6002319166000003
KELT-14 b,1.7100566,tran,2016,0.0,1970.0,0,1.239,5720.0,1.52,0.27875,5.11,19.539030000000004
WASP-120 b,3.6112706,tran,2016,0.057,1880.0,0,1.393,6450.0,1.87,0.67509,2.6,16.512330000000002
Kepler-614 b,14.03491514,tran,2016,0.0,641.0,0,0.85,5268.0,0.81,-0.41844,4.79,2.3902132392
