pl_name,pl_orbper,disc_method,disc_year,pl_orbeccen,pl_eqt,Confirmed,st_mass,st_teff,st_rad,st_lum,st_age,pl_radius_rearth
Kepler-568 b,11.02347475,tran,2016,0.0,429.0,0,0.55,3768.0,0.53,-1.33039,5.89,2.260201677
HATS-25 b,4.2986432,tran,2016,0.176,1277.0,0,0.994,5715.0,1.107,0.06819,7.5,14.124600000000001
HATS-26 b,3.3023881,tran,2016,0.245,1918.0,0,1.299,6071.0,2.04,0.70415,4.04,19.6175
Kepler-609 b,6.521210666,tran,2016,0.0,932.0,0,1.09,5971.0,1.14,0.06548,3.72,3.3502988458000003
Kepler-615 b,10.35584657,tran,2016,0.0,620.0,0,0.73,4655.0,0.69,-0.695,3.72,1.7401552040000001
Kepler-506 b,6.8834055,tran,2016,0.0,1080.0,0,1.19,6236.0,1.19,0.28755,1.74,2.7302435909000002
WASP-130 b,11.55098,tran,2016,0.0,833.0,0,1.04,5625.0,0.96,-0.03215,2.0,9.9769
GJ 536 b,8.7076,rv,2016,0.08,815.5,0,0.52,3685.0,0.5,-1.377,0.4,2.1747400000000003
WASP-139 b,5.924262,tran,2016,0.0,910.0,0,0.92,5310.0,0.8,-0.34535,0.5,8.968000000000002
GJ 3138 d,257.8,rv,2017,0.32,815.5,0,0.681,3717.0,0.5,-1.34679,3.98,3.22848
K2-75 b,7.8142,tran,2016,0.0,815.5,0,1.16,5995.0,1.56,0.34943,3.98,2.6702382545000005
K2-75 c,18.311,tran,2016,0.0,815.5,0,1.16,5995.0,1.56,0.34943,3.98,2.7702471485
K2-125 b,21.750264,tran,2017,0.08,815.5,0,0.494727,3654.47,0.402049,-1.64124,3.98,2.1801944497
WASP-141 b,3.310651,tran,2016,0.0,1540.0,0,1.25,5900.0,1.37,0.31468,5.0,13.5641
WASP-142 b,2.052868,tran,2016,0.0,2000.0,0,1.33,6010.0,1.64,0.51325,2.0,17.151300000000003
GJ 273 b,18.6498,rv,2017,0.1,815.5,0,0.29,3382.0,0.293,-2.05552,3.98,1.5133500000000002
K2-80 c,5.605,tran,2016,0.0,815.5,0,0.9,5441.0,0.87,-0.43238,3.98,1.4701311902
K2-83 b,2.74697,tran,2016,0.07,815.5,0,0.484,3910.0,0.424,-1.20362,3.98,1.2441110225
K2-130 b,2.49412,tran,2017,0.17,815.5,0,0.69563,4356.47,0.744261,-0.79892,3.98,1.2501115113
GJ 3293 e,13.2543,rv,2017,0.21,815.5,0,0.42,3466.0,0.404,-1.65758,3.98,1.62545
GJ 3293 d,48.1345,rv,2017,0.12,815.5,0,0.42,3466.0,0.404,-1.65758,3.98,2.66798
HAT-P-67 b,4.8101025,tran,2017,0.0,1903.0,0,1.642,6406.0,2.546,0.93852,1.24,23.37285
K2-83 c,9.99767,tran,2016,0.06,815.5,0,0.484,3910.0,0.424,-1.20362,3.98,1.483132324
K2-84 b,6.4215,tran,2016,0.0,815.5,0,0.95,5652.0,0.93,-0.42274,3.98,2.410215018
K2-35 b,2.399964,tran,2016,0.13,979.0,0,0.701968,4402.71,0.619575,-0.71881,3.98,1.3201177371000001
HATS-32 b,2.8126548,tran,2016,0.471,1437.0,0,1.099,5700.0,1.097,0.0569,3.5,14.001290000000003
Kepler-19 d,62.95,rv,2017,0.05,815.5,0,0.936,5544.0,0.859,-0.16056,1.9,5.05571
K2-86 b,8.77683,tran,2016,0.0,815.5,0,0.79,5482.0,0.76,-0.38611,3.98,1.9601748829000003
K2-88 b,4.6122,tran,2016,0.26,815.5,0,0.258,3537.0,0.256,-1.54478,3.98,1.2301097325
K2-116 b,4.655411,tran,2017,0.06,815.5,0,0.694512,4348.35,0.6694,-0.74639,3.98,0.6900615928
HATS-35 b,1.8209993,tran,2016,0.306,2037.0,0,1.317,6300.0,1.433,0.46538,2.13,16.411440000000002
HATS-34 b,2.1061607,tran,2016,0.108,1445.0,0,0.955,5380.0,0.98,-0.14026,7.7,16.0303
HD 86950 b,1270.0,rv,2016,0.17,815.5,0,1.66,4805.0,8.8,1.55991,3.98,13.0036
Qatar-4 b,1.8053564,tran,2017,0.0,1385.0,0,0.896,5215.0,0.849,-0.31785,0.17,12.723350000000002
Qatar-5 b,2.8792319,tran,2017,0.0,1415.0,0,1.128,5747.0,1.076,0.05614,0.53,12.40947
K2-91 b,1.419549,tran,2016,0.09,815.5,0,0.292,3622.0,0.284,-1.84126,3.98,1.1000981703000001
K2-89 b,1.096026,tran,2016,0.15,815.5,0,0.347,3691.0,0.318,-1.32653,3.98,0.6150549223
K2-72 c,15.189034,tran,2016,0.11,815.5,0,0.271365,3360.47,0.330989,-1.83673,3.98,1.1601035067
Kepler-223 c,9.84564,tran,2014,0.15,947.0,0,1.125,5803.0,1.72,0.37128,8.91,3.4403068504000003
K2-72 e,24.158868,tran,2016,0.11,815.5,0,0.271365,3360.47,0.330989,-1.83673,3.98,1.2901150689
XO-6 b,3.7650007,tran,2016,0.0,1577.0,0,1.47,6720.0,1.93,0.53614,1.88,23.2047
K2-60 b,3.00265,tran,2016,0.0,1400.0,0,0.97,5500.0,1.12,0.28233,10.0,7.656430000000001
TYC 4282-00605-1 b,101.54,rv,2017,0.28,815.5,0,0.97,4300.0,16.21,1.91,10.1,12.443100000000001
Kepler-80 e,4.64489,tran,2014,0.0035,629.0,0,0.73,4540.0,0.678,-0.76955,2.0,1.6001427524
GJ 1148 b,41.38,rv,2010,0.38,815.5,0,0.344045,3287.0,0.358519,-1.86908,3.98,11.994700000000002
WASP-53 b,3.3098443,tran,2017,0.03,1053.0,0,0.839,4953.0,0.798,-0.46344,3.98,12.039540000000002
KELT-9 b,1.4811235,tran,2017,0.0,4050.0,0,2.52,10170.0,2.362,1.72428,0.3,21.198110000000003
HD 20794 e,147.02,rv,2017,0.29,815.5,1,0.813,5401.0,0.93,-0.16311,5.76,2.02901
Kepler-80 d,3.07222,tran,2014,0.0041,722.0,0,0.73,4540.0,0.678,-0.76955,2.0,1.5301365266
Kepler-80 f,0.9867873,tran,2016,0.186,1054.0,0,0.73,4540.0,0.678,-0.76955,2.0,1.2101079537000001
Kepler-80 b,7.05246,tran,2012,0.0049,547.0,0,0.73,4540.0,0.678,-0.76955,2.0,2.6702382545000005
GJ 1148 c,532.58,rv,2017,0.342,815.5,0,0.344045,3287.0,0.358519,-1.86908,3.98,9.70786
WASP-81 b,2.7164762,tran,2017,0.066,1623.0,0,1.08,5870.0,1.283,0.24551,3.98,16.019090000000002
HD 59686 A b,299.36,rv,2016,0.05,815.5,0,1.9,4658.0,13.2,1.82166,1.73,12.6673
WASP-153 b,3.332609,tran,2017,0.009,1700.0,0,1.336,5914.0,1.73,0.45958,4.0,17.375500000000002
Kepler-1650 b,1.53818001,tran,2017,0.01,602.0,0,0.326,3410.0,0.334,-1.871,13.9,0.9600856066000002
Kepler-1651 b,9.87863917,tran,2017,0.13,393.0,0,0.522,3713.0,0.503,-1.368,3.98,1.840164098
HD 87646 b,13.481,rv,2016,0.05,815.5,0,1.12,5770.0,1.55,0.95972,3.98,12.331000000000001
HD 37124 b,154.378,rv,2002,0.054,815.5,0,0.85,5698.64,0.949168,-0.11224,4.0,14.012500000000001
HD 34445 c,214.67,rv,2017,0.036,815.5,0,1.07,5836.0,1.38,0.3032,8.5,8.429920000000001
HD 34445 e,49.175,rv,2017,0.09,815.5,0,1.07,5836.0,1.38,0.3032,8.5,4.2598
GJ 887 b,9.262,rv,2020,0.0,468.0,0,0.489,3688.0,0.4712,-1.43415,2.88,1.8832800000000003
HATS-22 b,4.7228124,tran,2017,0.079,858.0,0,0.759,4803.0,0.689,-0.64589,3.98,10.68313
HD 219134 b,3.092926,rv,2015,0.0,1015.0,0,0.81,4699.0,0.778,-0.57741,11.0,1.6021429527000002
K2-58 b,7.05254,tran,2016,0.0,815.5,0,0.89,5413.0,0.86,-0.39764,3.98,2.6802391439
HD 37124 c,885.5,rv,2002,0.125,815.5,0,0.85,5698.64,0.949168,-0.11224,4.0,14.012500000000001
tau Cet g,20.0,rv,2017,0.06,815.5,0,0.783,5310.0,0.83,-0.30539,12.12,1.1770500000000002
HD 34445 g,5700.0,rv,2017,0.032,815.5,0,1.07,5836.0,1.38,0.3032,8.5,13.5641
NGTS-1 b,2.647298,tran,2017,0.016,790.0,0,0.617,3916.0,0.573,-1.15326,3.98,14.909300000000002
HD 219134 c,6.76458,rv,2015,0.062,782.0,0,0.81,4699.0,0.778,-0.57741,11.0,1.5111347919
HD 219134 d,46.859,rv,2015,0.138,410.5,0,0.81,4699.0,0.778,-0.57741,11.0,1.6101436418000004
K2-59 c,11.2954,tran,2016,0.0,815.5,0,0.774,5055.0,0.731,-0.66037,3.98,2.3002052346
K2-62 b,6.67202,tran,2016,0.0,815.5,0,0.77,4880.0,0.73,-0.72658,3.98,2.1401908921
tau Cet e,162.87,rv,2017,0.18,815.5,0,0.783,5310.0,0.83,-0.30539,12.12,1.8048100000000002
tau Cet f,636.13,rv,2017,0.16,815.5,0,0.783,5310.0,0.83,-0.30539,12.12,1.8048100000000002
Kepler-1652 b,38.09722,tran,2017,0.0,268.0,0,0.404,3638.0,0.382,-1.638,3.2,1.6001427524
Kepler-20 g,34.94,rv,2016,0.15,524.0,0,0.948,5495.0,0.9639,-0.16451,7.6,4.708200000000001
NGC 2682 Sand 978 b,511.21,rv,2017,0.16,815.5,0,1.37,4200.0,21.017414,2.1567,3.98,13.3399
K2-62 c,16.1966,tran,2016,0.0,815.5,0,0.77,4880.0,0.73,-0.72658,3.98,2.1401908921
K2-63 c,25.4556,tran,2016,0.0,815.5,0,1.4,6771.0,1.63,0.21948,3.98,3.900347987
WASP-105 b,7.87288,tran,2017,0.0,900.0,0,0.89,5070.0,0.9,-0.02427,3.98,10.7616
HD 9174 b,1179.0,rv,2016,0.12,815.5,0,1.03,5577.0,1.67,0.38202,9.0,13.788300000000001
GJ 3293 c,122.6196,rv,2015,0.11,815.5,0,0.42,3466.0,0.404,-1.65758,3.98,4.86514
GJ 3293 b,30.5987,rv,2015,0.06,815.5,0,0.42,3466.0,0.404,-1.65758,3.98,5.190230000000001
Wolf 1061 b,4.8869,rv,2015,0.15,815.5,0,0.294,3342.0,0.307,-1.9914,3.98,1.21068
K2-64 b,6.53044,tran,2016,0.0,815.5,0,0.741,5312.0,0.726,-0.23421,3.98,2.0701846663
K2-65 b,12.6475,tran,2016,0.0,815.5,0,0.87,5213.0,0.84,-0.328,3.98,1.5801409736
CoRoTID 223977153 b,6.71837,tran,2017,0.0,938.0,0,1.08,5970.0,0.79,-0.1549,3.98,6.3897
HD 128356 b,298.2,rv,2016,0.57,815.5,0,0.65,4875.0,0.85,-0.4437,10.0,13.900400000000001
HD 147873 c,491.54,rv,2016,0.23,815.5,0,1.38,5972.0,2.29,0.77743,4.0,13.3399
Wolf 1061 c,17.8719,rv,2015,0.11,815.5,0,0.294,3342.0,0.307,-1.9914,3.98,1.65908
K2-69 b,7.06599,tran,2016,0.0,815.5,0,0.551,4127.0,0.491,-1.35611,3.98,2.3202070134
K2-70 b,13.97896,tran,2016,0.0,815.5,0,0.94,5622.0,0.93,-0.42935,3.98,2.8902578213
GJ 625 b,14.628,rv,2017,0.13,815.5,0,0.3,3499.0,0.31,-1.894,3.98,1.49093
HD 165155 b,434.5,rv,2016,0.2,815.5,0,1.02,5426.0,0.95,-0.1549,11.0,13.2278
GJ 3138 c,5.974,rv,2017,0.11,815.5,0,0.681,3717.0,0.5,-1.34679,3.98,1.8720700000000003
K2-73 b,7.49543,tran,2016,0.0,815.5,0,1.05,5922.0,1.06,0.07609,3.98,2.4502185756
K2-74 b,19.5666,tran,2016,0.0,815.5,0,0.96,6060.0,0.98,0.05957,3.98,2.310206124
K2-21 c,15.50192,tran,2015,0.21,420.0,0,0.676023,4222.06,0.646783,-0.98492,1.0,2.4902221332
HAT-P-22 b,3.21222,tran,2010,0.02,1463.0,0,1.13,5302.0,1.11,-0.114,12.4,12.8915
HAT-P-24 b,3.35524,tran,2010,0.07,1637.0,0,1.37,6373.0,1.38,0.408,2.8,14.573000000000002
HD 17092 b,359.89999,rv,2007,0.17,815.5,0,6.73,4326.0,13.58,1.75563,2.6,12.443100000000001
HD 171028 b,550.0,rv,2007,0.59,815.5,0,1.53,5671.0,2.47,0.73291,8.59,13.2278
HATS-52 b,1.36665436,tran,2017,0.246,1834.0,0,1.111,6010.0,1.046,0.06819,1.2,15.49222
KELT-19 A b,4.6117093,tran,2017,0.0,1935.0,0,1.62,7500.0,1.83,0.97772,3.98,21.4111
K2-171 b,5.628466,tran,2018,0.0,815.5,0,0.891587,5250.0,1.717458,0.51583,3.98,2.6868116790000003
K2-170 b,7.576544,tran,2018,0.0,815.5,0,0.963657,5748.0,0.981614,0.0717,3.98,1.4183018673000003
HAT-P-26 b,4.23452,tran,2010,0.12,1001.0,0,1.12,5079.0,0.87,-0.35928,9.0,7.0623000000000005
HAT-P-30 b,2.8106,tran,2011,0.04,1630.0,0,1.55,6304.0,1.31,0.312,1.0,16.142400000000002
HD 177830 b,410.10001,rv,1999,0.1,815.5,0,1.7,4901.0,3.26,0.68502,4.4,13.452
HD 181433 b,9.3743,rv,2008,0.4,815.5,0,0.63,4918.0,0.79,-0.45618,6.7,2.39894
HD 238914 b,4100.0,rv,2018,0.56,815.5,0,1.47,4769.0,12.73,1.85,3.98,12.7794
K2-190 b,10.098858,tran,2018,0.0,815.5,0,0.904597,5631.0,0.912206,-0.06781,3.98,1.3568582879000002
K2-172 b,14.316941,tran,2018,0.0,815.5,0,0.934356,5569.0,0.868889,-0.20215,3.98,1.6662294017000001
K2-191 b,2.858646,tran,2018,0.0,815.5,0,0.900994,5176.0,0.839696,-0.34502,3.98,1.5790340982000002
HAT-P-31 b,5.00542,tran,2011,0.25,1450.0,0,1.31,6065.0,1.39,0.43315,3.17,12.218900000000001
BD+48 740 b,733.0,rv,2018,0.76,815.5,0,1.09,4534.0,10.33,1.64,3.98,13.452
K2-194 b,39.721386,tran,2018,0.0,815.5,0,1.110086,5979.0,1.281115,0.36302,3.98,3.6426234731000005
K2-200 b,2.849883,tran,2018,0.0,815.5,0,0.860208,5233.0,0.791736,-0.4288,3.98,1.364520435
HAT-P-5 b,2.78849,tran,2007,0.0,1539.0,0,1.04,5960.0,1.12,0.187,2.6,13.5641
HD 100655 b,157.57001,rv,2011,0.09,815.5,0,2.28,4891.0,10.06,1.63347,1.309,13.5641
HD 2039 b,1120.0,rv,2002,0.71,815.5,0,1.23,5945.0,1.19,0.1939,6.0,12.7794
HD 20868 b,380.85001,rv,2008,0.75,815.5,0,0.39,4802.0,0.76,-0.529,4.5,13.676200000000001
K2-149 b,11.332,tran,2018,0.0,815.5,0,0.595,3745.0,0.568,-1.3098,3.98,1.64014631
K2-150 b,10.59357,tran,2018,0.0,815.5,0,0.457,3499.0,0.436,-1.58503,3.98,2.0001784405
K2-179 b,5.172191,tran,2018,0.0,815.5,0,0.824345,5015.0,0.768067,-0.52287,3.98,2.5129029899
K2-173 b,5.868699,tran,2018,0.0,815.5,0,0.881538,5580.0,0.843154,-0.05981,3.98,1.6084054192000001
HD 215152 b,5.75999,rv,2018,0.0,815.5,0,0.77,4935.0,0.73,-0.52254,3.98,1.18826
HD 101930 b,70.46,rv,2005,0.11,815.5,0,0.57,5108.0,0.86,-0.3098,1.0,10.63829
K2-161 b,9.283188,tran,2018,0.0,815.5,0,0.986876,4972.0,2.568173,0.91922,3.98,6.1177580673000005
HD 215152 c,7.28243,rv,2018,0.0,815.5,0,0.77,4935.0,0.73,-0.52254,3.98,1.1770500000000002
HD 215152 d,10.86499,rv,2018,0.0,815.5,0,0.77,4935.0,0.73,-0.52254,3.98,1.4797200000000001
HD 106252 b,1531.0,rv,2002,0.48,815.5,0,1.01,5874.0,1.1,0.1232,4.19,12.443100000000001
HD 103197 b,47.84,rv,2009,0.0,815.5,0,0.8,5250.0,0.88,-0.3279,9.1,5.829200000000001
HD 216770 b,118.45,rv,2003,0.37,815.5,0,0.74,5399.0,0.93,-0.1,3.1,14.124600000000001
HD 218566 b,225.7,rv,2010,0.3,815.5,0,0.76,4730.0,0.85,-0.45223,8.5,9.32672
K2-165 b,2.354992,tran,2018,0.0,815.5,0,0.834847,5185.0,0.803827,-0.36982,3.98,1.2745503202000001
K2-165 c,4.382745,tran,2018,0.0,815.5,0,0.834847,5185.0,0.803827,-0.36982,3.98,1.5542289465000003
Kepler-1654 b,1047.8356,tran,2018,0.26,206.0,0,1.011,5597.0,1.179,0.08991,5.0,9.18099
HD 114386 b,937.70001,rv,2003,0.23,815.5,0,0.6,4836.0,0.76,-0.54,1.4,13.676200000000001
K2-176 b,5.329439,tran,2018,0.0,815.5,0,0.938545,5428.0,0.86416,-0.34794,3.98,1.4910340288000001
K2-232 b,11.168454,tran,2018,0.258,1030.0,0,1.188,6154.0,1.161,0.23805,1.43,11.21
HD 116029 b,670.0,rv,2011,0.0,815.5,0,0.83,4819.0,4.89,1.05308,2.7,13.5641
HD 125595 b,9.6737,rv,2009,0.0,815.5,0,0.29,4691.0,0.74,-0.61738,3.53,2.39894
K2-177 b,14.155185,tran,2018,0.0,815.5,0,1.210525,6063.0,1.213565,0.34158,3.98,2.1163936315000003
K2-186 b,41.474219,tran,2018,0.0,815.5,0,1.018617,5784.0,0.98083,0.0504,3.98,3.1723608343
K2-231 b,13.841901,tran,2018,0.0,815.5,0,1.01,5695.0,0.95,-0.11208,3.0,2.5002230226
HATS-39 b,4.5776348,tran,2018,0.275,1645.0,0,1.379,6572.0,1.621,0.64048,2.06,17.599700000000002
HD 13189 b,471.60001,rv,2005,0.27,815.5,0,2.24,4175.0,38.41,2.63638,3.98,12.443100000000001
HD 12661 b,262.70862,rv,2000,0.38,815.5,0,1.2,5645.0,1.2,0.1327,6.39,13.2278
HD 31253 b,466.0,rv,2010,0.3,815.5,0,1.7,6130.0,1.75,0.51667,3.0,14.124600000000001
HD 34445 b,1049.0,rv,2009,0.27,815.5,0,1.14,5879.0,1.38,0.3032,8.5,13.900400000000001
K2-190 c,21.574023,tran,2018,0.0,815.5,0,0.904597,5631.0,0.912206,-0.06781,3.98,1.0931807035
K2-195 c,28.482786,tran,2018,0.0,815.5,0,0.963364,5712.0,0.906367,-0.01196,3.98,2.5760486957
HATS-41 b,4.193649,tran,2018,0.38,1710.0,0,1.496,6424.0,1.71,0.65321,1.34,14.909300000000002
HD 137388 b,330.0,rv,2011,0.36,815.5,0,0.68,5181.0,0.88,-0.33724,6.45,9.32672
HD 141937 b,653.21997,rv,2002,0.41,815.5,0,1.09,5870.0,1.03,0.022,2.32,12.443100000000001
HD 222582 b,572.38,rv,1999,0.73,815.5,0,1.12,5790.0,1.13,0.11471,10.24,12.555200000000003
HD 240237 b,745.70001,rv,2011,0.4,815.5,0,8.76,3926.0,71.23,2.49,4.42,12.218900000000001
K2-201 b,1.05979,tran,2018,0.0,815.5,0,0.956055,5507.0,0.878161,-0.27594,3.98,1.4001920002000001
K2-196 b,48.324222,tran,2018,0.0,815.5,0,1.162095,6045.0,1.538801,0.64355,3.98,3.600026482
HD 142022 A b,1928.0,rv,2005,0.53,815.5,0,0.9,5421.0,1.04,0.00432,7.0,12.8915
HD 142415 b,386.29999,rv,2003,0.5,815.5,0,1.07,5940.0,1.04,0.06,1.1,13.452
Ross 128 b,9.8658,rv,2017,0.116,301.0,0,0.168,3192.0,0.1967,-2.44129,5.0,1.107548
K2-205 b,26.672263,tran,2018,0.0,815.5,0,0.951027,5890.0,1.077574,0.19406,3.98,1.9957057626
K2-202 b,3.405164,tran,2018,0.0,815.5,0,0.971461,5491.0,0.910685,-0.33519,3.98,2.3018614
K2-206 b,18.294549,tran,2018,0.0,815.5,0,0.789481,5043.0,0.758046,-0.43502,3.98,2.7954781681000003
K2-155 c,13.85,tran,2018,0.0,583.0,0,0.65,4258.0,0.58,-1.22915,3.98,2.6002319166000003
HD 145377 b,103.95,rv,2008,0.31,815.5,0,1.2,6014.0,1.05,0.19312,1.3,12.7794
HD 149026 b,2.87589,rv,2005,0.0,1626.0,0,1.42,6179.0,1.41,0.48,2.6,8.2954
OGLE-2016-BLG-1190L b,1220.0,micro,2017,0.42,815.5,0,0.88,5552.0,0.95,-0.0734,3.98,12.331000000000001
HD 113996 b,610.2,rv,2017,0.28,815.5,0,1.49,4181.0,25.11,2.46389,3.24,12.7794
K2-209 b,2.080615,tran,2018,0.0,815.5,0,0.74479,4720.0,0.712365,-0.58815,3.98,0.8685800580999999
K2-213 b,8.13087,tran,2018,0.0,815.5,0,1.069596,5794.0,1.20424,0.24679,3.98,1.5141196786000002
11 UMi b,516.21997,rv,2009,0.08,815.5,0,2.78,4213.0,29.79,2.42951,1.56,12.218900000000001
HD 153950 b,499.39999,rv,2008,0.34,815.5,0,1.25,6124.0,1.28,0.34635,4.3,13.1157
HD 154345 b,3341.55884,rv,2006,0.04,815.5,0,0.71,5468.0,0.85,-0.21934,9.527,13.676200000000001
CoRoT-9 b,95.272656,tran,2009,0.133,420.0,0,0.96,5625.0,0.96,-0.25426,6.0,11.949860000000001
Kepler-90 i,14.44912,tran,2017,0.0,709.0,0,1.12,6015.0,1.29,0.26853,0.53,1.3201177371000001
K2-215 b,8.269648,tran,2018,0.0,815.5,0,0.999987,5704.0,0.974398,-0.02639,3.98,2.1240018585000002
16 Cyg B b,798.5,rv,1996,0.68,815.5,0,1.08,5750.0,1.13,0.09729,7.4,13.452
BD-08 2823 b,5.6,rv,2009,0.15,815.5,0,0.5,4816.0,0.71,-0.62597,4.5,3.6096200000000005
HD 154857 b,408.60001,rv,2004,0.46,815.5,0,1.96,5589.0,2.3,0.66269,5.64,13.2278
HD 156846 b,359.51001,rv,2007,0.85,815.5,0,1.38,6090.0,1.9,0.69723,2.4,12.443100000000001
K2-66 b,5.06963,tran,2016,0.0,1372.0,0,1.11,5887.0,1.67,0.50621,3.98,2.4902221332
K2-18 c,8.962,rv,2017,0.47,363.0,1,0.359,3457.0,0.411,-1.59688,3.98,2.64556
K2-219 b,3.901287,tran,2018,0.0,815.5,0,1.021545,5753.0,1.189232,0.15097,3.98,1.3477460152000003
K2-219 d,11.137278,tran,2018,0.0,815.5,0,1.021545,5753.0,1.189232,0.15097,3.98,2.5765744447000003
BD+14 4559 b,268.94,rv,2009,0.29,815.5,0,0.49,4864.0,0.86,-0.32,3.98,13.788300000000001
BD-10 3166 b,3.48777,rv,2000,0.02,815.5,0,1.47,5393.0,0.91,-0.1912,0.25,14.124600000000001
GJ 3942 b,6.905,rv,2017,0.121,590.0,0,0.63,3867.0,0.61,-1.12,3.98,2.5670900000000003
K2-221 b,2.399094,tran,2018,0.0,815.5,0,1.010842,5716.0,0.947599,-0.06367,3.98,1.6790525207000002
HAT-P-15 b,10.8635,tran,2010,0.19,904.0,0,1.0,5568.0,1.07,0.0,6.8,11.882600000000002
HAT-P-17 b,10.33852,tran,2010,0.35,792.0,0,0.99,5246.0,0.87,-0.28893,7.8,11.770500000000002
HD 168746 b,6.404,rv,2002,0.11,900.0,0,1.07,5570.0,1.09,0.04139,8.0,11.131530000000001
HD 162020 b,8.4282,rv,2002,0.28,650.0,0,0.42,4723.0,0.75,-0.60206,6.0,12.443100000000001
HATS-50 b,3.8297015,tran,2017,0.516,815.5,0,1.168,5990.0,1.117,0.14301,1.2,12.6673
HATS-51 b,3.3488702,tran,2017,0.33,1553.0,0,1.187,5758.0,1.44,0.30963,4.74,15.8061
K2-158 b,10.06049,tran,2018,0.0,794.0,0,0.92,5503.0,0.95,-0.16298,3.98,2.6402354742000003
K2-266 b,0.658524,tran,2018,0.0,1515.0,0,0.686,4285.0,0.703,-0.82333,3.98,3.3002943988000006
K2-266 c,7.814,tran,2018,0.042,664.5,0,0.686,4285.0,0.703,-0.82333,3.98,0.7050629269
TrES-1 b,3.03007,tran,2004,0.0,1140.0,0,1.04,5230.0,0.85,-0.30071,3.7,12.6673
WASP-95 b,2.18467,tran,2014,0.0,1570.0,0,1.46,5830.0,1.23,0.17781,2.4,13.788300000000001
K2-159 b,12.42205,tran,2018,0.0,684.0,0,0.9,5425.0,0.83,-0.29599,3.98,2.260201677
K2-266 d,14.697,tran,2018,0.047,538.3,0,0.686,4285.0,0.703,-0.82333,3.98,2.9302613789
K2-266 e,19.482,tran,2018,0.043,490.1,0,0.686,4285.0,0.703,-0.82333,3.98,2.7302435909000002
WASP-101 b,3.58572,tran,2014,0.0,1560.0,0,1.41,6380.0,1.31,0.42052,1.14,16.0303
HD 285507 b,6.0881,rv,2013,0.09,815.5,0,0.82,4503.0,0.69,-0.71932,0.625,13.788300000000001
K2-224 c,10.09489,tran,2018,0.0,764.0,0,0.91,5620.0,0.84,-0.24102,3.98,2.410215018
K2-224 b,4.47904,tran,2018,0.0,1002.0,0,0.91,5620.0,0.84,-0.24102,3.98,1.5601391948
K2-228 b,2.69828,tran,2018,0.0,914.0,0,0.71,4715.0,0.65,-0.84881,3.98,1.2101079537000001
HATS-36 b,4.175186,tran,2018,0.105,1203.0,0,1.1,5950.0,1.1,0.21484,0.62,12.921152692000001
WASP-25 b,3.76483,tran,2010,0.0,1210.0,0,0.67,5750.0,0.8,-0.143,0.02,11.994700000000002
WASP-117 b,10.02165,tran,2014,0.3,1001.0,0,1.29,6040.0,1.22,0.27413,4.6,11.882600000000002
WASP-94 A b,3.95019,tran,2014,0.0,1604.0,0,1.67,6170.0,1.48,0.50992,2.7,17.711800000000004
K2-229 c,8.32727,tran,2018,0.0,750.0,0,0.87,5315.0,0.79,-0.38869,5.4,2.0301811087
K2-220 b,13.683256,tran,2018,0.0,758.0,0,0.96,5660.0,1.02,-0.06106,3.98,2.3902132392
K2-214 b,8.596802,tran,2018,0.0,1006.0,0,1.05,5854.0,1.27,0.19579,3.98,2.4302167968000004
K2-151 b,3.835476,tran,2018,0.0,566.0,0,0.47,3695.0,0.45,-1.55284,3.98,1.490132969
WASP-32 b,2.71866,tran,2010,0.0,1388.0,0,0.72,6140.0,0.95,0.19345,2.22,10.7616
HD 95127 b,482.0,rv,2015,0.11,815.5,0,3.7,4218.0,41.01,2.28,5.5,12.443100000000001
HD 216536 b,148.60001,rv,2015,0.38,815.5,0,0.81,4639.0,9.83,1.8,3.8,13.788300000000001
K2-259 b,15.48043,tran,2018,0.0,795.0,0,1.14,6059.0,1.13,0.16711,3.98,2.3202070134
K2-283 b,1.921036,tran,2018,0.0,1186.0,0,0.89,5060.0,0.82,-0.52364,3.98,3.5203140777
WASP-35 b,3.16158,tran,2011,0.0,1338.29,0,1.05,5990.0,1.08,0.1443,5.0,14.573000000000002
WASP-34 b,4.31768,tran,2010,0.04,1250.0,0,0.96,5700.0,0.91,0.0393,7.8,11.21
K2-153 b,7.51574,tran,2018,0.0,497.0,0,0.55,3845.0,0.53,-1.36653,3.98,2.0001784405
K2-188 b,1.742169,tran,2018,0.0,1692.0,0,1.06,5977.0,1.19,0.21087,3.98,1.3501204053
KELT-8 b,3.24406,tran,2015,0.04,1675.0,0,0.81,5754.0,1.46,0.26483,5.4,18.160200000000003
HAT-P-56 b,2.79083,tran,2015,0.29,1840.0,0,1.42,6566.0,1.47,0.55274,2.01,16.927100000000003
K2-154 c,7.95486,tran,2018,0.0,552.0,0,0.65,4097.0,0.63,-1.01773,3.98,2.0701846663
K2-269 b,4.144965,tran,2018,0.0,1429.0,0,1.16,6209.0,1.45,0.46786,3.98,1.5701400842000002
XO-1 b,3.94153,tran,2006,0.0,1210.0,0,0.88,5750.0,0.88,-0.08628,0.9,12.7794
XO-3 b,3.19154,tran,2007,0.29,1729.0,0,0.58,6429.0,1.54,0.70613,2.82,15.8061
HD 24064 b,535.59998,rv,2015,0.35,815.5,0,1.61,4052.0,40.0,2.54628,9.0,12.331000000000001
